state,club_name,website_url,source_page
Alabama,River City United,https://www.facebook.com/RCUSCDecaturAL/,https://ussoccerparent.com/alabama/
Alabama,Roll Tide Soccer Academy,https://www.rolltidesocceracademy.com/,https://ussoccerparent.com/alabama/
Alabama,Saraland Soccer Academy,https://www.saralandsocceracademy.com/,https://ussoccerparent.com/alabama/
Alabama,Shoals Soccer Club,https://www.shoalssoccerclub.org/,https://ussoccerparent.com/alabama/
Alabama,Smiths Station United SC,https://www.ssusasoccer.org/,https://ussoccerparent.com/alabama/
Alabama,Soccer Shots Central Alabama,https://www.soccershots.com/centralalabama/,https://ussoccerparent.com/alabama/
Alabama,Soccer Shots North Alabama:,https://www.soccershots.org/northalabama/,https://ussoccerparent.com/alabama/
Alabama,South Alabama Soccer Association,https://www.sasasoccer.com/html/home.html,https://ussoccerparent.com/alabama/
Alabama,Springville Youth Soccer Association,http://springvilleparksandrec.com/Default.aspx,https://ussoccerparent.com/alabama/
Alabama,Storm FC,https://www.facebook.com/STORMFutbolClub/about,https://ussoccerparent.com/alabama/
Alabama,Total Futbol Club,https://www.tfcalabama.com/,https://ussoccerparent.com/alabama/
Alabama,Troy United FC,https://www.facebook.com/TroyUnitedFC/,https://ussoccerparent.com/alabama/
Alabama,Tuscaloosa United Soccer Club,https://www.tcpara.org/athletics/tuscaloosaunited,https://ussoccerparent.com/alabama/
Alabama,Trussville United Soccer Club,https://trussvilleunitedsoccer.com/,https://ussoccerparent.com/alabama/
Alabama,Union 10 FC,https://union10fcbaldwincounty.com/,https://ussoccerparent.com/alabama/
Alabama,Union 10 Mobile,https://mob.union10football.com/,https://ussoccerparent.com/alabama/
Alabama,United Soccer Club,https://www.unitedsoccerclub.org/,https://ussoccerparent.com/alabama/
Alabama,Vestavia Hills Soccer Club,https://vestaviasoccer.com/,https://ussoccerparent.com/alabama/
Alabama,Wetumpka United SC,https://www.wetumpkasoccer.com/,https://ussoccerparent.com/alabama/
Alaska,Alaska Rush Soccer Club,http://www.alaskarush.com/,https://ussoccerparent.com/alaska/
Alaska,Alaska Youth Soccer,https://www.alaskayouthsoccer.org/,https://ussoccerparent.com/alaska/
Alaska,Anchorage Youth Soccer Club,http://www.anchorageyouthsoccer.org/,https://ussoccerparent.com/alaska/
Alaska,Chugiak Soccer Club,http://chugiaksoccerclub.com/,https://ussoccerparent.com/alaska/
Alaska,Chugiak Youth Sports Association,https://clubs.bluesombrero.com/chugiak,https://ussoccerparent.com/alaska/
Alaska,Cook Inlet Soccer Club,https://cookinletsc.com/,https://ussoccerparent.com/alaska/
Alaska,Crossfire Alaska SC,https://www.sportsengine.com/org/crossfire-alaska/program/crossfire-alaska-spring-tryouts,https://ussoccerparent.com/alaska/
Alaska,Eclipse Soccer Club,https://www.eclipsesoccer.net/,https://ussoccerparent.com/alaska/
Alaska,Eclipse Soccer Club (Fairbanks),https://www.eclipsesoccer.net/,https://ussoccerparent.com/alaska/
Alaska,Fairbanks Youth Soccer Association,https://www.fairbanksyouthsports.org/,https://ussoccerparent.com/alaska/
Alaska,Homer United FC,https://homerunitedfc.org/,https://ussoccerparent.com/alaska/
Alaska,Juneau Soccer Club,https://www.juneausoccer.org/,https://ussoccerparent.com/alaska/
Alaska,Kenai Peninsula Soccer Club,https://kpsoccerclub.com/,https://ussoccerparent.com/alaska/
Alaska,Ketchikan Youth Soccer,http://www.ketchikanyouthsoccer.net/,https://ussoccerparent.com/alaska/
Alaska,Ketchikan Youth Soccer League,https://www.facebook.com/KTNYSL/about_details,https://ussoccerparent.com/alaska/
Alaska,Palmer Soccer Club,https://palmersoccerclub.com/,https://ussoccerparent.com/alaska/
Alaska,United Anchorage Youth Soccer League (UAYSL),https://www.uaysl.org/,https://ussoccerparent.com/alaska/
Alaska,Valley Revolution,https://www.wasillayouthsoccer.org/,https://ussoccerparent.com/alaska/
Alaska,Wasilla Youth Soccer,https://www.wasillayouthsoccer.org/,https://ussoccerparent.com/alaska/
Alaska,YMCA of Alaska Youth Soccer Program,https://ymcaalaska.org/programs/sports-and-recreation/youth-soccer/,https://ussoccerparent.com/alaska/
Arizona,Amore Soccer,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,Arizona Arsenal Soccer Club,https://www.azarsenalsc.org/,https://ussoccerparent.com/arizona/
Arizona,Arizona Futbol Club (AZFC Select),http://www.azfcselect.com/,https://ussoccerparent.com/arizona/
Arizona,Arizona Renegades Soccer Club,http://pcjsl.com/club-directory/,https://ussoccerparent.com/arizona/
Arizona,Arizona Soccer Club,http://www.arizonasoccerclub.com/,https://ussoccerparent.com/arizona/
Arizona,Arizona Soccer Skills Academy,http://www.azsoccerskills.com/,https://ussoccerparent.com/arizona/
Arizona,AZ Soccer Lab,https://www.azsoccerlab.com/,https://ussoccerparent.com/arizona/
Arizona,Barça Residency Academy,https://barcaresidencyacademyusa.com/,https://ussoccerparent.com/arizona/
Arizona,Brazas Futebol Club,https://brazas.org/,https://ussoccerparent.com/arizona/
Arizona,CCV Stars,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,CDO Soccer Club,https://www.cdosoccer.com/,https://ussoccerparent.com/arizona/
Arizona,East Valley NSFC,https://www.evnsfc.com/,https://ussoccerparent.com/arizona/
Arizona,Epic Soccer Club,https://www.epicazsoccer.org/,https://ussoccerparent.com/arizona/
Arizona,Excel Soccer Academy,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,FC Batavia,http://www.fcbatavia.com/,https://ussoccerparent.com/arizona/
Arizona,FC Sonora,https://fcsonoratucson.com/,https://ussoccerparent.com/arizona/
Arizona,FC Tucson Youth,https://fctucsonyouth.com/,https://ussoccerparent.com/arizona/
Arizona,Flagstaff Soccer Club,https://www.flagstaffsoccerclub.com/,https://ussoccerparent.com/arizona/
Arizona,Freedom Soccer Club,https://www.freedomsoccerclub.org/,https://ussoccerparent.com/arizona/
Arizona,Global Credit Union Youth Academy,https://www.azsoccerassociation.org/academy/,https://ussoccerparent.com/arizona/
Arizona,Legends FC Arizona,https://www.legendsfc.net/locations,https://ussoccerparent.com/arizona/
Arizona,Madison FC,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,Next Level Soccer AZ,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,NOS Santos,https://santossc.com/,https://ussoccerparent.com/arizona/
Arizona,North Scottsdale Soccer Club,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,Paris Saint-Germain Academy Phoenix,https://www.psgacademyphoenix.com/,https://ussoccerparent.com/arizona/
Arizona,Phoenix Premier FC,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,Phoenix Rising FC Academy,https://www.phxrisingfc.com/youth/academy/,https://ussoccerparent.com/arizona/
Arizona,Phoenix Surf Soccer Club,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,Phoenix United FC,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,Pima County Surf Soccer Club,https://pimacountysurf.com/,https://ussoccerparent.com/arizona/
Arizona,PRFC Desert Foothills Youth Soccer Club,https://www.prfcdesertfoothills.com/,https://ussoccerparent.com/arizona/
Arizona,Real Salt Lake-AZ (RSL AZ),https://www.rsl-az.com/,https://ussoccerparent.com/arizona/
Arizona,RSL AZ North,https://www.rsl-az.com/youthacademy,https://ussoccerparent.com/arizona/
Arizona,RSL AZ South,https://www.rsl-az.com/youthacademy,https://ussoccerparent.com/arizona/
Arizona,RSL AZ West Valley,https://www.teamplayr.us/states/arizona,https://ussoccerparent.com/arizona/
Arizona,RSL AZ Yuma,https://www.rsl-az.com/yuma,https://ussoccerparent.com/arizona/
Arizona,SC del Sol,https://www.scdelsol.com/,https://ussoccerparent.com/arizona/
Arizona,Southern AZ Cardinals SC,https://southernarizonasoccerclub.org/,https://ussoccerparent.com/arizona/
Arizona,State 48 Futbol Club,https://state48fc.com/,https://ussoccerparent.com/arizona/
Arizona,Vail Soccer Club,https://www.vailsoccerclub.com/,https://ussoccerparent.com/arizona/
Arizona,Yavapai Soccer,https://www.yavapaisoccer.com/,https://ussoccerparent.com/arizona/
Arizona,AYSO Region 350 (Tempe),https://www.ayso350.org/,https://ussoccerparent.com/arizona/
Arizona,AYSO Region 688 (Chandler),https://www.ayso688.org/,https://ussoccerparent.com/arizona/
Arizona,AYSO United Arizona,https://www.aysounited.org/arizona/,https://ussoccerparent.com/arizona/
Arizona,AYSO Region 153 (East Tucson),https://www.ayso153.com/,https://ussoccerparent.com/arizona/
Arizona,AYSO Region 206 (NW Tucson & Marana),https://www.ayso206.org/,https://ussoccerparent.com/arizona/
Arizona,AYSO Region 216 (Gila Valley),https://www.ayso216.org/,https://ussoccerparent.com/arizona/
Arizona,AYSO Region 232 (Camp Verde),https://www.ayso232.org/,https://ussoccerparent.com/arizona/
Arizona,AYSO Region 427 (Winslow),https://www.ayso427.org/,https://ussoccerparent.com/arizona/
Arizona,AYSO Region 922 (Oro Valley),https://www.ayso922.org/,https://ussoccerparent.com/arizona/
Arkansas,Advantage Academy,https://www.advantage.soccer/,https://ussoccerparent.com/arkansas/
Arkansas,Arkansas Comets,https://www.arkansascometsfc.com/,https://ussoccerparent.com/arkansas/
Arkansas,Arkansas Rising Soccer Club,http://arkansasrising.org/,https://ussoccerparent.com/arkansas/
Arkansas,Arkansas Soccer Club,https://www.arkansassoccerclub.com/,https://ussoccerparent.com/arkansas/
Arkansas,Arkansas Valley Soccer Assoc. (Russellville),https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Arkansas Wolves Soccer Club,https://arkansaswolves.com/,https://ussoccerparent.com/arkansas/
Arkansas,Beebe Soccer Association,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Bentonville FC Prodigy,https://www.bentonvilleprodigy.com/,https://ussoccerparent.com/arkansas/
Arkansas,Central Arkansas Soccer Club (CASC),https://centralarsoccer.org/,https://ussoccerparent.com/arkansas/
Arkansas,Charleston E.L.I.T.E. Athletics,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,El Dorado Boys Club,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,FC Arkansas,https://www.fcarkansas.com/#/,https://ussoccerparent.com/arkansas/
Arkansas,FC Horizon,https://www.nwaupstartathletics.com/fchorizon,https://ussoccerparent.com/arkansas/
Arkansas,Grand Prairie Soccer,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Greenbrier SC,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Greene County Soccer,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Hot Springs Soccer,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Jonesboro/Arkansas Revolution,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Little Rock Rangers Soccer Club / Little Rock Rangers Academy,http://littlerockrangers.com/,https://ussoccerparent.com/arkansas/
Arkansas,Maumelle SC,https://www.maumellesoccer.com/,https://ussoccerparent.com/arkansas/
Arkansas,Mighty Bluebirds,https://www.mightybluebirds.com/,https://ussoccerparent.com/arkansas/
Arkansas,Mountain View Youth Soccer Assoc.,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,North Arkansas,https://www.northarkansassoccer.org/,https://ussoccerparent.com/arkansas/
Arkansas,NWA Manchester,https://www.facebook.com/NWAManchester/,https://ussoccerparent.com/arkansas/
Arkansas,Pea Ridge Thunder SC,https://www.pearidgesoccerclub.com/Default.aspx?tabid=1170982,https://ussoccerparent.com/arkansas/
Arkansas,River Valley FC,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Searcy YSA,https://www.facebook.com/SearcyYouthSoccer,https://ussoccerparent.com/arkansas/
Arkansas,Sheridan Youth Soccer,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Sherwood Soccer Club,http://sherwoodsoccerclub.com/,https://ussoccerparent.com/arkansas/
Arkansas,Siloam Springs Futbol Club,https://www.siloamspringsfc.com/,https://ussoccerparent.com/arkansas/
Arkansas,Specialized Soccer Academy,https://ssocceracademy.teamsnapsites.com/,https://ussoccerparent.com/arkansas/
Arkansas,Sporting Arkansas,https://www.sportingarkansas.com/,https://ussoccerparent.com/arkansas/
Arkansas,Southwest Arkansas Soccer Assoc.,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Texarkana Soccer Club,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Twin Lakes Soccer Association,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,Vilonia Soccer Club,http://viloniasoccer.com/,https://ussoccerparent.com/arkansas/
Arkansas,Washington Co. United Soccer,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
Arkansas,White Hall Soccer Association,https://www.arkansassoccer.org/find-a-club/,https://ussoccerparent.com/arkansas/
California,Cal North,https://www.calnorth.org/,https://ussoccerparent.com/california/
California,Cal South,https://calsouth.com/,https://ussoccerparent.com/california/
California,Ajax United,https://www.mysa-ajax.org/,https://ussoccerparent.com/california/
California,Alameda Soccer Club,https://www.alamedasoccer.org/,https://ussoccerparent.com/california/
California,Almaden FC,https://www.almadenfc.org/,https://ussoccerparent.com/california/
California,American River FC,https://www.americanriverfc.com/,https://ussoccerparent.com/california/
California,Association Football Club (AFC Oakland),https://www.associationfc.org/,https://ussoccerparent.com/california/
California,Auburn Youth Soccer Club,https://aysc.com/home,https://ussoccerparent.com/california/
California,AYSO United SoCal,https://www.aysounitedsocal.org/,https://ussoccerparent.com/california/
California,Ballistic United Soccer Club,https://busc.org/,https://ussoccerparent.com/california/
California,Bay Area Surf,https://www.bayareasurf.org/,https://ussoccerparent.com/california/
California,Black Oaks Youth Soccer Club,https://blackoaksysc.org/,https://ussoccerparent.com/california/
California,Breakers FC,https://breakers-fc.com/,https://ussoccerparent.com/california/
California,Burlingame Soccer Club,https://www.burlingamesoccerclub.org/,https://ussoccerparent.com/california/
California,California Odyssey Soccer Club,https://www.californiaodyssey.org/,https://ussoccerparent.com/california/
California,CDA Slammers FC,https://cdaslammers.com/,https://ussoccerparent.com/california/
California,Castro Valley Soccer Club,https://www.castrovalleysoccer.com/,https://ussoccerparent.com/california/
California,CenCal Cosmos Soccer Club (Now Albion SC Central Valley),http://cencalcosmos.com/,https://ussoccerparent.com/california/
California,Chico Cal Soccer Club,https://www.chicocalsoccer.org/,https://ussoccerparent.com/california/
California,Clovis Crossfire,https://cloviscrossfire.com/,https://ussoccerparent.com/california/
California,Contra Costa Youth Soccer Club,https://clubs.bluesombrero.com/contracostayouthsoccerleague,https://ussoccerparent.com/california/
California,Crusaders Soccer Club,https://crusaderssoccer.org/,https://ussoccerparent.com/california/
California,Cupertino FC,https://norcalpremier.com/club/10942/,https://ussoccerparent.com/california/
California,Davis Legacy Soccer Club,https://davislegacysoccer.org/,https://ussoccerparent.com/california/
California,De Anza Force Soccer Club,https://www.deanzaforce.org/,https://ussoccerparent.com/california/
California,Diablo Valley Futbol Club,https://www.diablovalleyfc.com/,https://ussoccerparent.com/california/
California,Dublin United,https://www.dublinsoccer.org/,https://ussoccerparent.com/california/
California,East Bay United,https://www.ebusoccer.org/,https://ussoccerparent.com/california/
California,El Dorado Hills Soccer Club,https://edhsc.org/,https://ussoccerparent.com/california/
California,Elk Grove United SC,https://www.elkgroveunited.com/,https://ussoccerparent.com/california/
California,Empire Surf,https://empiresurfsoccer.com/,https://ussoccerparent.com/california/
California,Evolution FC,https://www.evolutionfc.org/,https://ussoccerparent.com/california/
California,FC Fresno Academy,https://www.fcfresnoacademy.com/,https://ussoccerparent.com/california/
California,FC Man United,https://fcmanunited.com/,https://ussoccerparent.com/california/
California,FC Premier,https://www.fcpremier97.com/,https://ussoccerparent.com/california/
California,Fremont Rush Soccer,https://www.fremontrush.com/,https://ussoccerparent.com/california/
California,Girls Unite,https://girlsunite.org/,https://ussoccerparent.com/california/
California,IR Academy,https://www.iracademysoccer.com/,https://ussoccerparent.com/california/
California,LA Galaxy Youth Programs,https://youth.lagalaxy.com/,https://ussoccerparent.com/california/
California,LAFC So Cal Youth,https://www.lafcsocalyouth.org/,https://ussoccerparent.com/california/
California,Legends FC,https://www.legendsfc.net/,https://ussoccerparent.com/california/
California,Legends FC (SJ),https://www.legendsfc.net/,https://ussoccerparent.com/california/
California,Lincoln FC,https://www.lincolnfc.org/,https://ussoccerparent.com/california/
California,Livermore Fusion FC,https://www.fusionsc.org/,https://ussoccerparent.com/california/
California,Loomis Youth Soccer Club,https://lysc.net/,https://ussoccerparent.com/california/
California,Los Angeles Soccer Club,https://lasoccerclub.com/,https://ussoccerparent.com/california/
California,Los Gatos United Soccer Club,https://losgatosunited.com/,https://ussoccerparent.com/california/
California,Marin City Sausalito FC,https://www.mcsfc.org/,https://ussoccerparent.com/california/
California,Marin FC,https://www.marinfc.org/,https://ussoccerparent.com/california/
California,Martinez Pleasant Hill Futbol Club,https://norcalpremier.com/club/12985/,https://ussoccerparent.com/california/
California,Mendocino County Soccer Academy,https://mendocinosoccer.com/,https://ussoccerparent.com/california/
California,Mill Valley Soccer Club,https://mvsc.org/,https://ussoccerparent.com/california/
California,Monterey County Soccer – ECFC Salinas,https://www.ecfcsalinas.com/,https://ussoccerparent.com/california/
California,Mustang Soccer,https://www.mustangsoccer.com/,https://ussoccerparent.com/california/
California,MVLA Soccer Club,https://mvlasc.org/,https://ussoccerparent.com/california/
California,Napa United,https://napaunited.org/,https://ussoccerparent.com/california/
California,Nomads Soccer Club,https://www.nomadssoccer.org/,https://ussoccerparent.com/california/
California,North Coast Futbol Club,https://northcoastfc.org/,https://ussoccerparent.com/california/
California,Oakland Soccer Club,https://www.oaklandsoccer.org/,https://ussoccerparent.com/california/
California,Paris Saint-Germain Academy Los Angeles,https://www.psgacademyla.com/,https://ussoccerparent.com/california/
California,Peninsula Youth Soccer,https://www.peninsula-soccer.org/,https://ussoccerparent.com/california/
California,Placer United Soccer Club,https://placerunited.com/,https://ussoccerparent.com/california/
California,Pleasanton Rage,https://pleasantonrage.org/,https://ussoccerparent.com/california/
California,Rebels Soccer Club (San Diego),https://www.rebelsnorthsc.com/,https://ussoccerparent.com/california/
California,Red Star Soccer Academy,https://www.redstarsoccer.net/,https://ussoccerparent.com/california/
California,Revolution FC,https://www.revolutionfc.org/,https://ussoccerparent.com/california/
California,Sacramento Republic FC Academy,https://www.sacrepublicfc.com/academy/,https://ussoccerparent.com/california/
California,Sacramento United Soccer Club,https://www.sacunited.com/,https://ussoccerparent.com/california/
California,San Bruno Lowen 83,https://lowen83fc.com/,https://ussoccerparent.com/california/
California,San Carlos United Soccer Club,https://www.sancarlosunited.org/,https://ussoccerparent.com/california/
California,San Diego Surf Soccer Club,https://surfsoccer.com/,https://ussoccerparent.com/california/
California,San Francisco Elite Soccer Club,https://www.sfeliteacademy.com/,https://ussoccerparent.com/california/
California,San Francisco Glens Soccer Club,https://www.sfglens.com/,https://ussoccerparent.com/california/
California,San Francisco Seals,https://www.sfseals.com/,https://ussoccerparent.com/california/
California,San Francisco Vikings Soccer Club,https://sfvikings.org/,https://ussoccerparent.com/california/
California,San Jose Rush,https://www.sanjoserush.com/,https://ussoccerparent.com/california/
California,San Juan Soccer Club,https://www.sanjuansoccer.org/,https://ussoccerparent.com/california/
California,San Mateo County FC,https://www.smcfootball.club/,https://ussoccerparent.com/california/
California,Santa Clara Sporting Club,https://www.santaclarasporting.com/,https://ussoccerparent.com/california/
California,Santa Clara Youth Soccer League,https://www.santaclarayouthsoccer.com/,https://ussoccerparent.com/california/
California,Santa Rosa United,https://www.srunited.com/,https://ussoccerparent.com/california/
California,Sequoia FC,https://www.sequoiafc.org/,https://ussoccerparent.com/california/
California,SF Aftershocks FC,https://www.sfaftershocks.com/,https://ussoccerparent.com/california/
California,Sheriffs FC,https://www.sheriffsfc.org/,https://ussoccerparent.com/california/
California,Sierra Gold Soccer Club,https://www.sierragoldsoccer.org/,https://ussoccerparent.com/california/
California,SoCal Elite FC,https://socalelitefc.com/,https://ussoccerparent.com/california/
California,Soccer Club of Oceanside Breakers,https://oceansidebreakers.org/home,https://ussoccerparent.com/california/
California,Sonoma County Premier,https://www.scpremiersoccer.com/,https://ussoccerparent.com/california/
California,South San Jose Soccer League,https://www.ssjysl.org/,https://ussoccerparent.com/california/
California,Southwest SC Sporting USA,https://www.southwestsc.org/,https://ussoccerparent.com/california/
California,Stanford Strikers FC,https://www.stanfordstrikers.org/,https://ussoccerparent.com/california/
California,Sunnyvale Alliance SC,https://sunnyvalesoccer.org/,https://ussoccerparent.com/california/
California,Tiburon Peninsula Soccer Club,https://tiburonsoccer.org/,https://ussoccerparent.com/california/
California,Tracy United,https://tracyyouthsoccer.com/,https://ussoccerparent.com/california/
California,Union Sacramento FC,https://unionfc.org/,https://ussoccerparent.com/california/
California,Walnut Creek Surf Soccer Club,https://www.wcsc.org/,https://ussoccerparent.com/california/
California,West Coast FC,https://www.westcoastfc.org/,https://ussoccerparent.com/california/
California,West Sacramento Soccer Club,https://westsacsoccer.org/home,https://ussoccerparent.com/california/
California,Windsor Youth Soccer League,https://windsorsoccer.com/,https://ussoccerparent.com/california/
Colorado,ALBION SC Boulder County,https://www.albionscbouldercounty.org/,https://ussoccerparent.com/colorado/
Colorado,Basalt Soccer Club,https://www.sportsengine.com/org/basalt-soccer-club,https://ussoccerparent.com/colorado/
Colorado,Broomfield Soccer Club (BSC),https://www.broomfieldsoccerclub.org/,https://ussoccerparent.com/colorado/
Colorado,Canon City Blitz Soccer Club,https://www.canoncitysoccer.com/,https://ussoccerparent.com/colorado/
Colorado,Centennial Soccer Club,https://www.centennialsoccer.org/,https://ussoccerparent.com/colorado/
Colorado,Chaffee County United,https://chaffeecountyunitedsoccerclub.leagueapps.com/,https://ussoccerparent.com/colorado/
Colorado,Chivas Denver Soccer Academy,https://www.chivasdenversocceracademy.org/,https://ussoccerparent.com/colorado/
Colorado,Colorado Elevation FC,https://www.coelevationfc.com/,https://ussoccerparent.com/colorado/
